"","follow","birthyr","turnout12","vote12","meet","march","compromise","ftobama","ftblack","ftwhite","fthisp","ftgay","fttrump","fthrc","ftsanders","ftpolice","ftfem","ftmuslim","ftsci","econnow","lcself","disc_b","disc_h","disc_g","disc_w","disc_m","disc_fed","disc_police","immig_numb","terror_worry","healthspend","finwell","warmcause","freetrade","stopblack","stop_ever","birthright_b","bo_muslim","amer_ident","marstat","employ","educ","gender","race","pid3","pid7","ideo5","pew_churatd","faminc","weight","dpolice.new"
"1063","Most of the time",1954,"Definitely voted","Barack Obama","Moderately likely","Have not done this in past 4 years","Compromies to get things done",90,85,85,85,85,0,79,95,30,75,85,90,"2","Somewhat liberal","A great deal","A lot","A lot","A little","A little","Treats whites much better","Treats whites much better","Decreased a little","Not at all worried","Incrase moderately","A great deal worse","Mostly by human activity","Favor moderately","Very often","Never happened","Oppose a great deal","Not a Muslim","Extremely important","Divorced","Permanently disabled","Some college","Female","Mixed","Indepent","Lean Democrat","Moderate","Seldom",11,1.134798002,"Treats whites much better"
"1064","Some of the Time",1991,"Definitely voted","Mitt Romney","Moderately likely","Have not done this in past 4 years","Sticks to his or her principles",20,66,100,77,60,100,59,49,90,51,28,78,"4","Somewhat conservative","A little","A little","A little","None at all","A little","Treats Blacks much better","Treats both the same","Decreased a moderate amount","Very worried","Decrease a little","A little worse","Mostly by human activity","Neither favor nor oppose","Sometimes","Not asked","Oppose moderately","Muslim","Extremely important","Single","Full-time","High school graduate","Female","White","Republican","Strong Republican","Moderate","A few times a year",4,0.348706198,"Treats both the same"
"1065","Some of the Time",1986,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Compromies to get things done",30,100,100,100,67,40,2,40,100,2,50,100,"4","Neither liberal nor conservative","A little","A little","A moderate amount","A moderate amount","A lot","Treats both the same","Treats both the same","Kept the same","Not asked","No Change","A little worse","Mostly by human activity","Favor moderately","Rarely","Has happened","Oppose a little","Not a Muslim","Moderately important","Single","Student","4-year","Male","White","Indepent",NA,"Moderate","Never",97,0.858372912,"Treats both the same"
"1066","Some of the Time",1989,"Probably did not vote","Not asked","Moderately likely","Have not done this in past 4 years","Compromies to get things done",17,82,42,79,70,72,31,57,54,70,67,42,"4","Somewhat liberal","A little","A little","A little","None at all","None at all","Treats whites moderately better","Treats both the same","Increased a moderate amount","Moderately worried","Increase a little","A little worse","Mostly by human activity","Oppose moderately","Sometimes","Has happened","Not asked","Not a Muslim","Very important","Married","Full-time","2-year","Male","White","Indepent","Lean Republican","Liberal","Seldom",6,3.957336619,"Treats both the same"
"1067","Hardly at all",1985,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",0,100,100,100,50,84,0,40,75,40,88,95,"3","Closer to conservatives","A moderate amount","A little","A moderate amount","A great deal","A lot","Treats blacks a little better","Treats both the same","Increased a little","Very worried","Increase a little","Moderately better","Mostly by human activity","Favor a great deal","Somewhat often","Never happened","Not asked","Not a Muslim","Moderately important","Married","Full-time","4-year","Male","White","Indepent","Lean Republican","Moderate","More than once a week",3,3.604093156,"Treats both the same"
"1068","Most of the time",1993,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Sticks to his or her principles",81,51,50,51,50,17,40,98,8,27,22,99,"3","Very liberal","A lot","A moderate amount","A lot","A little","A moderate amount","Treats whites moderately better","Treats whites much better","Increased a lot","Slightly worried","Increase a great deal","Moderately worse","Mostly by human activity","Favor moderately","Very often","Not asked","Favor moderately","Not a Muslim","Not important at all","Single","Student","Some college","Male","White","Other","Lean Democrat","Very liberal","Never",10,0.388204227,"Treats whites much better"
"1069","Only now and then",1997,"Probably did not vote","Not asked","A little likely","Have not done this in past 4 years","Compromies to get things done",84,100,63,100,100,10,72,88,54,98,100,98,"2","Closer to liberals","A lot","A moderate amount","A lot","None at all","None at all","Treats whites moderately better","Treats whites much better","Increased a little","Not asked","Increase a little","The same as 20 years ago","About equally by human activity and natural causes","Neither favor nor oppose","Sometimes","Not asked","Favor moderately","Not a Muslim","Very important","Single","Student","No HS","Male","White","Democrat",NA,"Liberal","Seldom",10,1.923555362,"Treats whites much better"
"1070","Some of the Time",1991,"Probably did not vote","Not asked","A little likely","Have not done this in past 4 years","Compromies to get things done",70,30,70,45,25,12,76,39,56,65,10,56,"3","Somewhat liberal","A moderate amount","A lot","A moderate amount","None at all","None at all","Treats both the same","Treats whites a little better","Decreased a moderate amount","Moderately worried","Increase a little","A little worse","Mostly by human activity","Oppose a little","Sometimes","Has happened","Oppose a little","Not a Muslim","Very important","Single","Full-time","4-year","Female","Asian","Democrat","Weak Democrat","Liberal","Never",4,0.22537136,"Treats whites a little better"
"1071","Some of the Time",1979,"Not completely sure","Someone Else","Very Likely","Have not done this in past 4 years","Compromies to get things done",69,4,51,29,3,3,73,12,51,10,70,80,"4","Very liberal","A lot","A little","None at all","A great deal","A little","Treats whites moderately better","Treats whites moderately better","Decreased a little","Moderately worried","Decrease a little","The same as 20 years ago","About equally by human activity and natural causes","Neither favor nor oppose","Sometimes","Never happened","Not asked","Not a Muslim","Moderately important","Married","Full-time","Post-grad","Male","Asian","Democrat","Lean Democrat","Liberal","Don't know",2,2.167654354,"Treats whites moderately better"
"1072","Most of the time",1982,"Definitely voted","Barack Obama","A little likely","Have done this in past 4 years","Compromies to get things done",87,76,65,99,94,90,99,85,90,85,95,20,"3","Very liberal","A little","A moderate amount","A little","A little","A little","Treats whites moderately better","Treats blacks a little better","Increased a lot","Extremely worried","Incrase moderately","A little better","Mostly by human activity","Favor moderately","Rarely","Has happened","Favor a great deal","Muslim","Extremely important","Married","Full-time","4-year","Female","Hispanic","Democrat","Strong Democrat","Liberal","A few times a year",3,0.37669468,NA
"1073","Most of the time",1986,"Probably did not vote","Not asked","Very Likely","Have done this in past 4 years","Compromies to get things done",100,89,88,100,99,91,90,43,100,70,80,100,"2","Neither liberal nor conservative","A moderate amount","A moderate amount","A little","None at all","None at all","Treats whites much better","Treats whites moderately better","Increased a lot","Moderately worried","No Change","The same as 20 years ago","Mostly by human activity","Favor moderately","Sometimes","Never happened","Not asked","Not a Muslim","Very important","Single","Full-time","4-year","Female","Hispanic","Indepent","Weak Democrat","Liberal","Once a week",8,2.493495062,"Treats whites moderately better"
"1074","Some of the Time",1986,"Not completely sure","Not asked","A little likely","Have not done this in past 4 years","Sticks to his or her principles",73,61,50,74,60,100,70,40,60,71,30,60,"2","Very liberal","A lot","A moderate amount","A little","None at all","A little","Treats both the same","Treats whites moderately better","Increased a little","Not asked","No Change","Moderately better","Mostly by human activity","Neither favor nor oppose","Rarely","Never happened","Not asked","Not a Muslim","Moderately important","Domestic Partnership","Unemployed","Some college","Male","Hispanic","Republican","Strong Republican","Liberal","Seldom",1,1.725331772,"Treats whites moderately better"
"1075","Only now and then",1996,"Definitely voted","Barack Obama","Moderately likely","Have not done this in past 4 years","Compromies to get things done",92,89,36,87,73,0,26,100,32,91,85,59,"2","Somewhat liberal","A great deal","A moderate amount","A lot","None at all","None at all","Treats whites much better","Treats whites much better","Increased a lot","Slightly worried","Increase a little","Moderately worse","Mostly by human activity","Favor moderately","Very often","Never happened","Not asked","Not a Muslim","Moderately important","Single","Part-time","2-year","Female","White","Indepent","Lean Democrat","Liberal","Once or twice a month",9,0.467204919,"Treats whites much better"
"1076","Most of the time",1965,"Definitely voted","Barack Obama","Very Likely","Have done this in past 4 years","Compromies to get things done",100,90,70,86,60,7,100,76,80,60,11,100,"1","Very liberal","A moderate amount","A lot","A moderate amount","A great deal","A moderate amount","Treats whites much better","Treats whites much better","Increased a lot","Extremely worried","Increase a great deal","Moderately better","Mostly by human activity","Favor a great deal","Somewhat often","Never happened","Not asked","Not a Muslim","Extremely important","Married","Part-time","High school graduate","Male","Hispanic","Democrat",NA,"Liberal","Once a week",8,0.353921628,"Treats whites much better"
